0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,label
0.37746456,0.00067668024,6.151639e-05,0.0,0.5909264,0.03832471,0.00043061472,0.0,0.3783258,0.02196135,0.042815406,0.034326144,0.04853643,0.24151334,0.23031735,0.010088688,0.37248173,0.00664377,0.0146409,0.035494957,0.05345774,0.1648024,0.25498542,0.10537757,adonis
0.4721718,0.006144999,0.0037863126,0.002482828,0.1760325,0.34517515,0.010303736,0.0008689898,0.5379047,0.123520695,0.13624519,0.2027229,0.013531413,0.0009310605,6.20707e-05,0.0020483332,0.4550403,0.026255906,0.07237443,0.087581754,0.0815609,0.11762398,0.1410867,0.03544237,adonis
0.4701322,0.032182533,0.022539392,0.013767619,0.40042275,0.011095422,0.0012199156,0.00040663852,0.5204392,0.04926135,0.187228,0.17578402,0.01336098,0.0006970946,0.00023236487,0.00476348,0.46077952,0.0070871282,0.016033176,0.031601623,0.041767586,0.05634848,0.19756822,0.14058074,adonis
0.5261955,0.026744582,0.001804849,0.001804849,0.32038805,0.017501567,0.00076569355,0.0008750783,0.53336024,0.019306416,0.021986343,0.050098233,0.1164948,0.11966696,0.0237365,0.011430711,0.50814706,0.0046488536,0.0137824835,0.021165958,0.03079182,0.05026231,0.1833836,0.083898135,adonis
0.45657954,0.00324359,0.0012384617,0.00064871804,0.44855902,0.05172052,0.0030076925,0.0012384617,0.49237698,0.03591539,0.044938467,0.20540771,0.1552795,0.027364105,0.0011794873,0.0037743594,0.4419539,0.007253847,0.019520516,0.048476927,0.09447693,0.24197182,0.09435898,0.018223079,adonis
0.46947983,0.010250651,0.00882695,0.008485261,0.41486663,0.008770001,0.0064920792,0.0058656503,0.51287425,0.04083176,0.04145819,0.27033246,0.06292761,0.0017084419,5.694806e-05,0.002847403,0.446245,0.012186885,0.025398836,0.036218967,0.056948062,0.15797393,0.18428393,0.013781431,adonis
0.4133185,0.002187192,0.0018834153,0.0024909684,0.5660574,0.008566502,0.000729064,0.000182266,0.43749914,0.05255336,0.026732346,0.07916419,0.18542527,0.13372248,0.06288177,0.01743678,0.39624625,0.006743842,0.017072247,0.032564856,0.049758617,0.094170764,0.2285008,0.17035794,adonis
0.4478137,0.006882076,0.018252462,0.022082487,0.48132643,0.003411116,0.0006582856,5.984414e-05,0.4750428,0.041711364,0.021484047,0.033811938,0.13393119,0.21316482,0.05595427,0.0053859726,0.44158992,0.009455374,0.019688722,0.037103366,0.06906014,0.20849699,0.1576893,0.03740259,adonis
0.6574193,0.028031513,0.009222938,0.020414818,0.044145748,0.021813802,0.015233392,0.052643288,0.60161537,0.14513174,0.06570048,0.018394062,0.0066840393,0.004248769,0.0023316417,0.004818726,0.35057527,0.018394062,0.029378684,0.058809184,0.109587155,0.15305932,0.09616727,0.03295387,adonis
0.48748764,0.020860044,0.0063739023,0.0026075055,0.35073847,0.06906992,0.0070112925,0.005215011,0.52445626,0.026712446,0.025785333,0.068316646,0.24852425,0.05151272,0.0011009468,0.002955173,0.4728856,0.011183301,0.016340367,0.019469375,0.033723738,0.07503821,0.21462667,0.1060965,adonis
0.5669807,0.0466117,0.0026933646,0.002198665,0.12636827,0.14934433,0.003243031,0.0031330977,0.55972517,0.23844522,0.06475069,0.017369453,0.010718492,0.0029132313,0.0006595995,0.005991362,0.47100902,0.012422457,0.024954848,0.04040047,0.05051433,0.09349823,0.15918335,0.048590496,adonis
0.4767379,0.028033162,0.016483268,0.009576546,0.4043624,0.013349125,0.0017992299,0.00058039674,0.52682614,0.03888658,0.10133727,0.1798069,0.06970565,0.024144504,0.0063263243,0.0038886582,0.4619958,0.0077773165,0.019211132,0.029368075,0.03238614,0.054325134,0.2059828,0.13987562,adonis
0.53489274,0.003800851,0.0035440368,0.0052903737,0.28352293,0.009245313,0.0010272571,0.0002054514,0.55492425,0.018952891,0.016795652,0.015768396,0.027890028,0.06723397,0.10965969,0.030304082,0.53057826,0.0057526394,0.007550339,0.011197101,0.023729637,0.062046323,0.10293116,0.097743504,adonis
0.45647725,0.022486564,0.018450513,0.006803627,0.39893472,0.03903437,0.0019027092,0.00057657855,0.51707566,0.038457792,0.10251567,0.24199003,0.038803738,0.0039207344,0.00046126285,0.0014414464,0.43825737,0.0020756829,0.0071495743,0.022774853,0.032576688,0.045837995,0.107416585,0.2885776,adonis
0.4555453,0.055728756,0.03379487,0.016927237,0.4065517,0.006437118,0.001072853,0.00047682357,0.5284993,0.16855714,0.18500754,0.06967584,0.017046442,0.0025033238,0.00071523536,0.004529824,0.44028696,0.014006692,0.024794826,0.028013384,0.03939755,0.06443079,0.121530406,0.24407406,adonis
0.5737714,0.14352556,0.023709562,0.010310902,0.05943932,0.07967515,0.006837176,0.0061203754,0.60679936,0.15240286,0.09847739,0.025584271,0.01003521,0.005844683,0.001819571,0.0024260948,0.411995,0.031098124,0.16475388,0.18675415,0.06434665,0.022606792,0.009097856,0.012736998,adonis
0.49061155,0.039100308,0.002358993,0.0021820685,0.4071622,0.022528382,0.0013564209,0.0009435972,0.4984552,0.022587357,0.027364317,0.065756924,0.14731911,0.15380634,0.032200254,0.018753994,0.4673165,0.008610324,0.01651295,0.030607933,0.038687482,0.06422358,0.23135823,0.1089265,adonis
0.501146,0.018331988,0.013278596,0.015321457,0.32782543,0.0038169243,0.00086015195,0.00021503799,0.54463744,0.033384647,0.0407497,0.101282895,0.15450479,0.0032255698,0.00026879748,0.0027417343,0.49087796,0.003548127,0.008870317,0.015751533,0.018869583,0.03214818,0.065640345,0.24508955,adonis
0.44708446,0.029338608,0.0077837124,0.0054485984,0.44953933,0.031673722,0.0058677215,0.0042511043,0.5060012,0.17351691,0.24351044,0.038559314,0.014609429,0.0022153642,0.00023949884,0.0023351137,0.41445273,0.005029476,0.009340455,0.02718312,0.065263435,0.121306166,0.17160092,0.16681094,adonis
0.518625,0.041067995,0.02580906,0.02306722,0.1632587,0.19741249,0.004529997,0.0028014453,0.5756672,0.04422707,0.06419482,0.11354794,0.10371308,0.038683787,0.026405113,0.010132887,0.50789607,0.015914593,0.02980261,0.093997434,0.12761478,0.09209006,0.06884403,0.04041234,adonis
0.50313705,0.023159293,0.022426762,0.0083396,0.31887698,0.039387703,0.005916608,0.0019722027,0.55199134,0.09055228,0.12413607,0.09015784,0.04778365,0.011720519,0.0012396702,0.005634865,0.4867396,0.0037190106,0.013410978,0.024004523,0.026089422,0.04451543,0.08987609,0.23486117,adonis
0.48257503,0.0139644295,0.0065959645,0.0047538485,0.39445058,0.03672348,0.0149152,0.019609625,0.51109815,0.03541617,0.04807329,0.11652871,0.15990758,0.07202081,0.020976357,0.00956712,0.46326253,0.008675774,0.015152892,0.026324436,0.029533284,0.047597907,0.13007718,0.25296417,adonis
0.5070723,0.023504112,0.0062200576,0.0023118798,0.3213513,0.03864142,0.0017063875,0.0010458505,0.545989,0.0346782,0.11361238,0.1891338,0.014751995,0.0003853133,0.0,0.0033026855,0.4950175,0.007320953,0.013706145,0.021467457,0.031430557,0.05240261,0.12473142,0.15577666,adonis
0.5032239,0.01478109,0.0047232807,0.0025005604,0.3659709,0.01478109,0.0028339685,0.0016114722,0.53539777,0.023171859,0.02822855,0.071182616,0.1250836,0.082796335,0.01783733,0.026728213,0.48377508,0.005945777,0.011835986,0.025839124,0.049455527,0.2107139,0.11841543,0.0044454406,adonis
0.555545,0.405708,0.0025905024,0.0,5.887505e-05,0.00052987545,0.00017662515,0.0,0.4469205,0.16349602,0.1561955,0.07901032,0.061347805,0.022902396,0.014365513,0.020370768,0.43985552,0.022078145,0.05793305,0.2010583,0.142772,0.07954019,0.016426139,0.0049455045,adonis
0.48790526,0.012928616,0.0023456984,0.002236596,0.3455268,0.037694827,0.0032730675,0.0018547382,0.5430564,0.08199034,0.1886378,0.07391677,0.004254988,0.00010910225,0.0,0.0018001872,0.46455738,0.0037094764,0.0051278058,0.012764963,0.013965088,0.025148068,0.10206515,0.2664277,adonis
0.6992174,0.056947894,0.0039011925,0.0032351352,0.01103752,0.0030924086,0.0008563593,0.001189388,0.5039199,0.057804257,0.05509245,0.052190345,0.054949723,0.033064984,0.015414468,0.007041177,0.47052187,0.0094199525,0.016936885,0.03344559,0.05699547,0.07868991,0.084065944,0.029401671,adonis
0.4628448,0.003005103,0.0031229502,0.007365449,0.46467143,0.018796625,0.004124651,0.0014730898,0.52518594,0.018560931,0.03729863,0.066347964,0.1014075,0.12645002,0.07671852,0.013434579,0.43043682,0.012256106,0.023687283,0.03665047,0.045076545,0.07795591,0.13729197,0.20204899,adonis
0.47580734,0.013814491,0.010077785,0.012738773,0.3893535,0.023779044,0.0011889521,0.0008492515,0.5209309,0.0276856,0.04648237,0.20200863,0.09885288,0.016701946,0.001472036,0.013474791,0.5020775,0.027968684,0.016079163,0.027968684,0.03572518,0.041273624,0.1218959,0.1546204,adonis
0.47333416,0.0021744927,0.010637383,0.021274766,0.42120513,0.033675253,0.00058770075,0.0,0.50107366,0.04102151,0.01616177,0.04707483,0.25476828,0.08592185,0.013164497,0.0037025146,0.46675193,0.00858043,0.021803698,0.0557728,0.08674463,0.1541539,0.11636475,0.052716758,adonis
0.47411126,0.009375765,0.01917495,0.01723931,0.4366082,0.029700004,0.003387373,0.0014517313,0.48505974,0.031817112,0.028550716,0.025163343,0.039438702,0.10603687,0.18285766,0.09212445,0.48530167,0.045306116,0.043249495,0.05117353,0.09339471,0.18418841,0.07470367,0.013730959,adonis
0.39118582,0.023336146,0.012921668,0.006814412,0.4673658,0.13583823,0.008614445,0.0072001335,0.45810848,0.046157997,0.31397724,0.19633222,0.029571977,0.005271526,0.0011571643,0.0027000501,0.3652139,0.01330739,0.02597191,0.051879533,0.07026559,0.22313985,0.25534758,0.048150893,adonis
0.4947713,0.014329352,0.016399752,0.0172715,0.3392733,0.00915335,0.0007627792,0.000708295,0.5433712,0.08859136,0.16034709,0.08690234,0.009698193,0.0008717477,0.00010896846,0.0027786957,0.47837153,0.0046856436,0.005067033,0.01972329,0.02680624,0.035741653,0.06222099,0.26005322,adonis
0.5011806,0.0018720414,0.000994522,0.001989044,0.29940963,0.14631173,0.0042705946,0.0024570543,0.53587186,0.03533478,0.056336746,0.21820982,0.10009571,0.009360207,0.0011700259,0.0021060465,0.48597023,0.005733127,0.0111152455,0.027788114,0.05341168,0.13981809,0.14373767,0.09091101,adonis
0.4889976,0.017928781,0.0121033415,0.007691843,0.38544053,0.012951707,0.0009614804,0.0005655767,0.5307937,0.029240316,0.023584548,0.08534552,0.21870852,0.03495264,0.0011311534,0.0028844413,0.48051396,0.006900036,0.020304203,0.033878043,0.053560115,0.108477615,0.10389644,0.11911045,adonis
0.5123953,0.01663838,0.01079547,0.0070114913,0.3554715,0.0060098497,0.0017250495,0.0016694027,0.5453382,0.023204697,0.040566485,0.07362066,0.10745389,0.08870093,0.02693303,0.005898556,0.49419886,0.004507387,0.009571242,0.03706074,0.06627528,0.12765366,0.13182716,0.040622134,adonis
0.5090059,0.014653201,0.003753276,0.0034447876,0.19074868,0.08174944,0.020154579,0.01886921,0.6875179,0.09779084,0.026632834,0.009511727,0.005912695,0.0029820548,0.004370253,0.0076607964,0.4031944,0.012082464,0.01681262,0.027095567,0.053317085,0.17234221,0.1287425,0.028792255,adonis
0.490386,0.0019730234,0.0019132348,0.0026904864,0.31670016,0.15748315,0.0052613956,0.0031687953,0.5247644,0.040536664,0.05769599,0.2368226,0.10600517,0.01016406,0.0010761946,0.0025111206,0.47657484,0.0052613956,0.012436027,0.027682116,0.058293875,0.1498302,0.15252069,0.09697709,adonis
0.67870414,0.093945846,0.005298109,0.0017478297,0.017369058,0.0014201116,0.004970391,0.09143334,0.47136784,0.12742771,0.1215834,0.07597598,0.057733,0.023049504,0.0073736566,0.010377739,0.4609901,0.04287645,0.11317197,0.15227966,0.086790666,0.029713105,0.006062784,0.0030040822,adonis
0.5080855,0.006405427,0.0021743192,0.00070518465,0.21261317,0.22959636,0.0029970347,0.00023506154,0.52183664,0.024152573,0.021684427,0.069225624,0.251222,0.05858909,0.009226166,0.00687555,0.5003285,0.0091674,0.017864676,0.030851828,0.04113577,0.10906856,0.15373024,0.10066511,adonis
0.65203035,0.036010284,0.0052482523,0.0037413281,0.080230705,0.045363605,0.011483799,0.01725168,0.55169004,0.1269973,0.09264984,0.035646543,0.019278234,0.01257502,0.0069630276,0.0055600293,0.45348015,0.04146639,0.10777104,0.08230922,0.06474576,0.04687053,0.026708927,0.028007999,adonis
0.4192056,0.024315156,0.011695898,0.011511226,0.5091409,0.031148024,0.0011080324,0.0004309015,0.47540748,0.03791933,0.038596462,0.094798334,0.19827625,0.11634341,0.0330563,0.014158193,0.40535522,0.01329639,0.018467208,0.02659278,0.053985804,0.24715279,0.19901495,0.044690643,adonis
0.5226484,0.026736405,0.013797703,0.010200636,0.30462322,0.0012885014,0.00032212536,0.0,0.55308926,0.025340527,0.031944096,0.096691296,0.13658115,0.028239656,0.0038118167,0.0039191917,0.5084749,0.0072478205,0.011059637,0.023837276,0.04160786,0.124286704,0.14012453,0.022978276,adonis
0.5275581,0.016913017,0.008803305,0.0053353366,0.29547095,0.015259063,0.0030944953,0.0017073078,0.56255794,0.02614315,0.019580686,0.031585194,0.082057476,0.080296814,0.045723837,0.026196504,0.513953,0.008536539,0.020167572,0.02534285,0.024329135,0.036653765,0.15413788,0.091020845,adonis
0.50035703,0.015601591,0.0034928937,0.0029689595,0.41501397,0.008033656,0.0036093234,0.0047154063,0.5042574,0.032658555,0.046571914,0.14012325,0.18360977,0.042438656,0.0013389426,0.0027943149,0.45075792,0.008150085,0.014611938,0.028991017,0.05047231,0.08854485,0.17767185,0.13459283,adonis
0.56573915,0.26318097,0.022586925,0.028050428,0.20614733,0.005330248,0.0003331405,0.0002665124,0.48711804,0.11586626,0.1408518,0.1809619,0.12219593,0.028450198,0.006529554,0.009661074,0.39370543,0.03431347,0.1394526,0.19075625,0.08708292,0.035912544,0.056967024,0.15344451,adonis
0.48637262,0.017894462,0.010414462,0.006501846,0.35869476,0.057078153,0.0032796923,0.0024741539,0.54402614,0.042348307,0.16824247,0.17957754,0.005063385,0.00034523077,5.7538462e-05,0.0030495385,0.45725816,0.011852923,0.014269538,0.034523077,0.048447385,0.089012,0.216172,0.071175076,adonis
0.49644804,0.0032251582,0.017200844,0.027328974,0.38068184,0.00164087,0.00050923554,0.0,0.52021235,0.029988313,0.026197338,0.029761987,0.123291574,0.16765165,0.026423665,0.003508067,0.48530146,0.0041870475,0.012617725,0.024782795,0.028743517,0.054997437,0.14728223,0.16912277,adonis
0.46923226,0.043672338,0.016193114,0.0053977044,0.43322712,0.030423425,0.004109616,0.0026988522,0.5086723,0.03330629,0.027663236,0.049806092,0.13064899,0.15953897,0.08219232,0.013126236,0.45187375,0.010120696,0.023185594,0.03858132,0.045757815,0.107340716,0.20063514,0.12745944,adonis
0.7157645,0.05826476,0.010484527,0.00829373,0.03776516,0.011840734,0.004746726,0.007459141,0.5116032,0.11266954,0.09091806,0.060246907,0.05398749,0.012518838,0.005946448,0.0067288755,0.360699,0.012831809,0.023368496,0.0588907,0.1769329,0.15502495,0.05716936,0.0097020995,adonis
0.701635,0.050230913,0.00943702,0.006291347,0.031456735,0.010036197,0.0034452614,0.005542377,0.5284232,0.09596801,0.0761952,0.050330777,0.04643613,0.009886403,0.00489327,0.005941828,0.40044922,0.012333037,0.01957308,0.050230913,0.14874542,0.12982145,0.04863311,0.0082886,adonis
0.61875373,0.029194597,0.003148437,0.0029194597,0.26292312,0.01368139,0.0027477269,0.0045223003,0.4931025,0.024615053,0.03841093,0.15169743,0.12450638,0.022668747,0.01992102,0.06296874,0.4637934,0.04556647,0.033258945,0.039670307,0.038754396,0.06468607,0.10407016,0.14809103,adonis
0.74870765,0.05008735,0.0038793143,0.0,0.00093299965,0.0005892629,0.00024552623,9.821049e-05,0.43212616,0.0786175,0.138575,0.0907956,0.045520563,0.010803154,0.002160631,0.0059417346,0.41150194,0.007365787,0.013258416,0.029610462,0.06437698,0.18375182,0.074639976,0.02003494,adonis
0.6873407,0.069208585,0.022211362,0.011509524,0.028622368,0.0049975566,0.0017163325,0.0014639307,0.5304982,0.07511479,0.09323724,0.061434608,0.040535737,0.0164566,0.003281224,0.0065119676,0.42741728,0.009490309,0.014942189,0.048764035,0.12953262,0.12090048,0.046088576,0.029934859,adonis
0.54676527,0.020337783,0.0020872988,0.0016056144,0.25261667,0.04543889,0.003906995,0.0041210772,0.56116223,0.025315188,0.023763094,0.04458256,0.10345509,0.09152003,0.017608238,0.009473125,0.5162051,0.018464565,0.021354672,0.028098254,0.029329224,0.040943168,0.08124409,0.14124055,adonis
0.51360315,0.0016192105,0.0021415364,0.0044920035,0.30738884,0.024862716,0.0016714431,0.0,0.55110615,0.022825645,0.017602386,0.01869927,0.055471018,0.12368679,0.06194786,0.0044397707,0.5020597,0.003499584,0.0045442358,0.012170196,0.013005917,0.02815337,0.051292412,0.24105343,adonis
0.49116522,0.012786321,0.007103512,0.004262107,0.38609007,0.023810972,0.004205279,0.0016480148,0.53645724,0.03739289,0.086435534,0.15559533,0.10552977,0.007899106,0.00022731238,0.0015343586,0.47337803,0.0066488874,0.007728621,0.013866056,0.04358715,0.1247945,0.15139005,0.109678224,adonis
0.50842965,0.021695824,0.0072505325,0.005354239,0.34512535,0.021751598,0.0031233062,0.0010596932,0.5556139,0.03937597,0.06943779,0.11790481,0.08828917,0.02933677,0.010373838,0.0034579462,0.48678958,0.010820026,0.021863144,0.031958114,0.03803741,0.07244955,0.18338269,0.06848964,adonis
0.57897335,0.057423364,0.01112008,0.010512426,0.2007691,0.09953383,0.013186106,0.024063125,0.5452485,0.18764375,0.15865862,0.052865956,0.023030112,0.013489934,0.0065019047,0.008142573,0.451852,0.043508075,0.0659913,0.08513242,0.09442953,0.10494196,0.08464629,0.065079816,adonis
0.6490197,0.05428914,0.030290555,0.010913509,0.113812305,0.029343976,0.0099112475,0.014699829,0.5441164,0.14220971,0.12288834,0.066539,0.028397396,0.0038976818,0.00061249285,0.003619276,0.40680662,0.011971451,0.055124357,0.15206528,0.15173118,0.09031486,0.027339453,0.016927075,adonis
0.46713078,0.030855482,0.0292656,0.014014512,0.41643122,0.006123989,0.00058884505,0.00035330706,0.519538,0.028971177,0.030502174,0.14043956,0.21492845,0.025143685,0.0018254197,0.0034153014,0.456826,0.021198422,0.03173875,0.049992945,0.08732572,0.18801823,0.109819606,0.01984408,adonis
0.59911144,0.078144975,0.008584775,0.0057035834,0.19580343,0.04433507,0.0130535625,0.018639546,0.54842603,0.13082962,0.1041933,0.10495769,0.050744254,0.012112765,0.004880386,0.007232379,0.4505831,0.013876759,0.053213846,0.12124525,0.13094722,0.08190816,0.073676184,0.03792589,adonis
0.51446426,0.017549885,0.0023266894,0.0009306757,0.15223196,0.37160552,0.013095937,0.016951595,0.44745559,0.11168109,0.24563192,0.25620174,0.02120611,0.002459643,0.0005318147,0.00398861,0.34262162,0.010636294,0.035631586,0.07378929,0.10091184,0.16193758,0.24270694,0.120921366,adonis
0.643305,0.02377531,0.0028264353,0.0014132176,0.005694436,0.0018288699,0.00087286974,0.0012885219,0.5450864,0.032005224,0.04701027,0.024149396,0.014090612,0.00835461,0.0037408702,0.0065673054,0.5279615,0.008936523,0.026352353,0.058690097,0.031631134,0.015711656,0.004281218,0.0074401754,adonis
0.47547778,0.0036646808,0.015880283,0.030480836,0.42318335,0.0040718676,0.00029084767,0.0,0.5011887,0.033331145,0.028503072,0.033156633,0.13204484,0.19120327,0.029957311,0.0036646808,0.46425107,0.0049444106,0.015298587,0.02617629,0.02989914,0.05735516,0.15763944,0.19748557,adonis
0.53096545,0.015102386,0.011808242,0.012010958,0.25724736,0.0023819199,0.0007601872,5.0679148e-05,0.56562996,0.029039152,0.032941446,0.086762704,0.1115448,0.0021285242,0.0003040749,0.0019764868,0.52047485,0.0031927864,0.007095081,0.012568428,0.016318686,0.027265381,0.059294604,0.18411735,adonis
0.5303349,0.0033739228,0.0016011837,0.0005718513,0.1988327,0.2019207,0.00028592566,0.0,0.5397704,0.013495691,0.016297761,0.0265339,0.10813708,0.13272668,0.08263251,0.017327094,0.51352245,0.008520585,0.025561754,0.038885888,0.033510488,0.059987202,0.18236338,0.07456941,adonis
0.52084196,0.0036926677,0.00093782035,0.0017584132,0.36352262,0.04835636,0.011664141,0.009554045,0.51808715,0.084227994,0.13117762,0.14823423,0.072505236,0.002051482,0.0,0.0040443502,0.46668285,0.0045132604,0.01553265,0.03200312,0.0634201,0.13615979,0.16036728,0.08164898,adonis
0.6506973,0.029068245,0.0068305237,0.00919296,0.05484962,0.038004417,0.019618496,0.03317683,0.5826488,0.16367579,0.062091,0.013969191,0.009449747,0.003851799,0.0022597222,0.0034922978,0.3942188,0.016434344,0.025832733,0.06563465,0.14616294,0.118378624,0.051716823,0.023059437,adonis
0.5343167,0.010602988,0.0075434195,0.004800358,0.29625064,0.0075961705,0.0016352867,0.0015297843,0.5598483,0.018251909,0.012396528,0.017988153,0.02764162,0.06942056,0.10022725,0.05850106,0.5154846,0.0076489216,0.018040905,0.035026785,0.035448797,0.056707524,0.13108669,0.064831205,adonis
